,Company  (Maker-if known),ReviewDate,CocoaPercent,Location,Rating,Bean_Type,BroadOrigin,Cluster,ClusterColor
647,Felchlin,2006,65.0,Switzerland,3.0,Criollo,Venezuela,1,purple
648,Felchlin,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,0,pink
649,Felchlin,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,0,pink
650,Finca,2014,65.0,U.S.A.,2.25,Unknown,Puerto Rico,1,purple
651,Finca,2014,80.0,U.S.A.,3.0,Unknown,Dominican Republic,2,dark purple
652,Finca,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
653,Finca,2014,85.0,U.S.A.,2.5,Unknown,Dominican Republic,2,dark purple
654,Forever Cacao,2014,72.0,U.K.,2.75,Criollo,Peru,1,purple
655,Forteza (Cortes),2016,70.0,Puerto Rico,2.75,Unknown,Domincan Republic,1,purple
656,Forteza (Cortes),2016,80.0,Puerto Rico,2.75,Unknown,Domincan Republic,2,dark purple
657,Fossa,2016,70.0,Singapore,2.75,Unknown,Madagascar,1,purple
658,Fossa,2016,75.0,Singapore,3.5,Unknown,Ecuador,0,pink
659,Fossa,2016,67.0,Singapore,3.75,Trinitario,Tanzania,0,pink
660,Franceschi,2014,70.0,Venezuela,3.5,Unknown,Venezuela,0,pink
661,Franceschi,2014,70.0,Venezuela,3.75,Unknown,Venezuela,0,pink
662,Franceschi,2012,70.0,Venezuela,3.75,Unknown,Venezuela,0,pink
663,Franceschi,2012,60.0,Venezuela,3.5,Unknown,Venezuela,0,pink
664,Frederic Blondeel,2015,70.0,Belgium,3.5,Unknown,Costa Rica,0,pink
665,Frederic Blondeel,2015,75.0,Belgium,3.5,Unknown,Peru,0,pink
666,Frederic Blondeel,2015,80.0,Belgium,3.0,Trinitario,Vietnam,2,dark purple
667,Frederic Blondeel,2014,60.0,Belgium,3.5,Forastero,Ghana,0,pink
668,Frederic Blondeel,2014,65.0,Belgium,3.5,Trinitario,Madagascar,0,pink
669,French Broad,2017,70.0,U.S.A.,3.5,Unknown,Peru,0,pink
670,French Broad,2015,73.0,U.S.A.,3.5,Unknown,Guatemala,0,pink
671,French Broad,2014,80.0,U.S.A.,3.0,Unknown,Costa Rica,2,dark purple
672,French Broad,2014,68.0,U.S.A.,3.25,Unknown,Nicaragua,0,pink
673,French Broad,2013,66.0,U.S.A.,3.5,Unknown,Peru,0,pink
674,French Broad,2012,70.0,U.S.A.,2.5,Criollo,Peru,1,purple
675,French Broad,2012,61.0,U.S.A.,3.5,Unknown,Peru,0,pink
676,French Broad,2012,81.0,U.S.A.,2.0,Unknown,Peru,2,dark purple
677,French Broad,2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0,pink
678,French Broad,2011,65.0,U.S.A.,3.5,Unknown,Dominican Republic,0,pink
679,Fresco,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru,1,purple
680,Fresco,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0,pink
681,Fresco,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0,pink
682,Fresco,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0,pink
683,Fresco,2013,72.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
684,Fresco,2013,72.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
685,Fresco,2013,70.0,U.S.A.,3.75,Unknown,Peru,0,pink
686,Fresco,2013,70.0,U.S.A.,4.0,Trinitario,Peru,0,pink
687,Fresco,2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea,0,pink
688,Fresco,2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea,0,pink
689,Fresco,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar,0,pink
690,Fresco,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea,0,pink
691,Fresco,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea,1,purple
692,Fresco,2011,74.0,U.S.A.,2.75,Forastero,Ghana,1,purple
693,Fresco,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica,0,pink
694,Fresco,2011,72.0,U.S.A.,3.5,Unknown,Dominican Republic,0,pink
695,Fresco,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica,0,pink
696,Fresco,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar,1,purple
697,Fresco,2011,72.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
698,Fresco,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar,1,purple
699,Fresco,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela,0,pink
700,Fresco,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela,0,pink
701,Fresco,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica,2,dark purple
702,Fresco,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica,1,purple
703,Fresco,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica,0,pink
704,Fresco,2009,65.0,U.S.A.,3.5,Criollo,Venezuela,0,pink
705,Friis Holm,2016,70.0,Denmark,3.5,Unknown,Nicaragua,0,pink
706,Friis Holm (Bonnat),2015,60.0,Denmark,3.0,Unknown,Nicaragua,1,purple
707,Friis Holm (Bonnat),2015,85.0,Denmark,3.25,Unknown,Nicaragua,2,dark purple
708,Friis Holm (Bonnat),2014,70.0,Denmark,3.5,Unknown,Nicaragua,0,pink
709,Friis Holm (Bonnat),2013,70.0,Denmark,3.25,Unknown,Nicaragua,0,pink
710,Friis Holm (Bonnat),2013,70.0,Denmark,3.5,Unknown,Nicaragua,0,pink
711,Friis Holm (Bonnat),2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0,pink
712,Friis Holm (Bonnat),2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras,0,pink
713,Friis Holm (Bonnat),2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0,pink
714,Friis Holm (Bonnat),2012,70.0,Denmark,3.75,Unknown,Nicaragua,0,pink
715,Friis Holm (Bonnat),2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0,pink
716,Friis Holm (Bonnat),2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,0,pink
717,Friis Holm (Bonnat),2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,0,pink
718,Fruition,2016,74.0,U.S.A.,3.75,Beniano,Bolivia,0,pink
719,Fruition,2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica,0,pink
720,Fruition,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad,0,pink
721,Fruition,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru,1,purple
722,Fruition,2013,70.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
723,Fruition,2013,75.0,U.S.A.,3.0,Unknown,Ecuador,1,purple
724,Fruition,2012,70.0,U.S.A.,2.5,Unknown,Peru,1,purple
725,Fruition,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica,0,pink
726,Fruition,2011,70.0,U.S.A.,3.0,Unknown,Costa Rica,1,purple
727,Garden Island,2014,85.0,U.S.A.,2.5,Blend,Hawaii,2,dark purple
728,Georgia Ramon,2015,65.0,Germany,3.25,Trinitario,Madagascar,0,pink
729,Georgia Ramon,2015,70.0,Germany,4.0,Forastero,Ghana,0,pink
730,Georgia Ramon,2015,70.0,Germany,3.5,Trinitario,Domincan Republic,0,pink
731,Georgia Ramon,2015,80.0,Germany,3.5,Trinitario,Domincan Republic,0,pink
732,Georgia Ramon,2015,75.0,Germany,3.5,Trinitario,Madagascar,0,pink
733,Glennmade,2016,70.0,U.S.A.,3.5,Unknown,Belize,0,pink
734,Glennmade,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil,1,purple
735,Goodnow Farms,2016,77.0,U.S.A.,2.75,Unknown,Mexico,1,purple
736,Goodnow Farms,2016,77.0,U.S.A.,3.25,Unknown,Nicaragua,0,pink
737,Goodnow Farms,2016,77.0,U.S.A.,3.25,Unknown,Guatemala,0,pink
738,Grand Place,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,1,purple
739,Green & Black's (ICAM),2006,70.0,U.K.,2.5,Unknown,Unknown,1,purple
740,Green Bean to Bar,2016,70.0,Japan,3.5,Unknown,Madagascar,0,pink
741,Grenada Chocolate Co.,2010,82.0,Grenada,3.25,Trinitario,Grenada,2,dark purple
742,Grenada Chocolate Co.,2009,60.0,Grenada,2.75,Trinitario,Grenada,1,purple
743,Grenada Chocolate Co.,2008,71.0,Grenada,2.5,Trinitario,Grenada,1,purple
744,Guido Castagna,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador,1,purple
745,Guido Castagna,2009,64.0,Italy,3.0,Forastero,Ghana,1,purple
746,Guido Castagna,2009,64.0,Italy,3.0,Unknown,"Trinidad, Tobago",1,purple
747,Guido Castagna,2009,76.0,Italy,3.0,Unknown,Venezuela,1,purple
748,Guido Castagna,2009,64.0,Italy,3.25,Unknown,"Ven, Trinidad, Ecuador",0,pink
749,Guittard,2015,70.0,U.S.A.,3.75,Unknown,Unknown,0,pink
750,Guittard,2013,65.0,U.S.A.,2.75,Unknown,Haiti,1,purple
751,Guittard,2013,65.0,U.S.A.,2.75,Unknown,Nicaragua,1,purple
752,Guittard,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica,0,pink
753,Guittard,2013,65.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
754,Guittard,2011,72.0,U.S.A.,2.75,Unknown,Unknown,1,purple
755,Guittard,2011,61.0,U.S.A.,3.25,Unknown,Unknown,0,pink
756,Guittard,2011,72.0,U.S.A.,3.25,Unknown,Unknown,0,pink
757,Guittard,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad,1,purple
758,Guittard,2009,55.0,U.S.A.,3.0,Unknown,Hawaii,1,purple
759,Guittard,2009,91.0,U.S.A.,3.0,Unknown,Unknown,2,dark purple
760,Guittard,2009,70.0,U.S.A.,3.5,Blend,Unknown,0,pink
761,Guittard,2008,65.0,U.S.A.,3.0,Unknown,Peru,1,purple
762,Guittard,2008,64.0,U.S.A.,3.0,Unknown,Unknown,1,purple
763,Guittard,2008,65.0,U.S.A.,3.5,Unknown,Venezuela,0,pink
764,Guittard,2007,72.0,U.S.A.,3.5,Blend,Unknown,0,pink
765,Guittard,2006,65.0,U.S.A.,3.0,Trinitario,Colombia,1,purple
766,Guittard,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,1,purple
767,Guittard,2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar,0,pink
768,Guittard,2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador,0,pink
769,Guittard,2006,61.0,U.S.A.,3.5,Blend,Unknown,0,pink
770,Guittard,2006,61.0,U.S.A.,3.0,Blend,Unknown,1,purple
771,Habitual,2014,80.0,Canada,2.75,Unknown,Papua New Guinea,2,dark purple
772,Habitual,2014,74.0,Canada,2.75,Unknown,Unknown,1,purple
773,Habitual,2014,75.0,Canada,3.25,Unknown,Dominican Republic,0,pink
774,Habitual,2014,70.0,Canada,3.5,Trinitario,Unknown,0,pink
775,Habitual,2014,65.0,Canada,2.75,Unknown,Unknown,1,purple
776,Habitual,2014,70.0,Canada,3.0,Unknown,Unknown,1,purple
777,Habitual,2014,80.0,Canada,3.0,Unknown,Unknown,2,dark purple
778,Habitual,2014,66.0,Canada,3.25,Unknown,Hawaii,0,pink
779,Habitual,2014,100.0,Canada,2.0,Unknown,Unknown,2,dark purple
780,Hachez,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador,1,purple
781,Hacienda El Castillo,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,1,purple
782,Hacienda El Castillo,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,1,purple
783,Haigh,2011,70.0,Australia,3.0,Unknown,"South America, Africa",1,purple
784,Harper Macaw,2016,85.0,U.S.A.,3.25,Unknown,Brazil,2,dark purple
785,Harper Macaw,2015,67.0,U.S.A.,3.0,Unknown,Brazil,1,purple
786,Harper Macaw,2015,77.0,U.S.A.,3.5,Unknown,Brazil,0,pink
787,Harper Macaw,2015,74.0,U.S.A.,3.5,Unknown,Brazil,0,pink
788,Heilemann,2016,64.0,Germany,2.75,Unknown,Peru,1,purple
789,Heirloom Cacao Preservation (Brasstown),2016,70.0,U.S.A.,3.25,Amazon,Belize,0,pink
790,Heirloom Cacao Preservation (Fruition),2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica,0,pink
791,Heirloom Cacao Preservation (Guittard),2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia,0,pink
792,Heirloom Cacao Preservation (Guittard),2014,67.0,U.S.A.,3.0,Beniano,Bolivia,1,purple
793,Heirloom Cacao Preservation (Guittard),2014,67.0,U.S.A.,3.75,EET,Ecuador,0,pink
794,Heirloom Cacao Preservation (Guittard),2014,67.0,U.S.A.,3.75,Unknown,Hawaii,0,pink
795,Heirloom Cacao Preservation (Manoa),2016,72.0,U.S.A.,3.5,Unknown,Hawaii,0,pink
796,Heirloom Cacao Preservation (Millcreek),2016,70.0,U.S.A.,3.5,EET,Ecuador,0,pink
797,Heirloom Cacao Preservation (Mindo),2016,77.0,U.S.A.,3.5,EET,Ecuador,0,pink
798,Heirloom Cacao Preservation (Zokoko),2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia,0,pink
799,Heirloom Cacao Preservation (Zokoko),2016,72.0,U.S.A.,4.0,Beniano,Bolivia,0,pink
800,hello cocoa,2015,57.0,U.S.A.,2.75,Forastero,Uganda,1,purple
801,hello cocoa,2015,74.0,U.S.A.,3.5,Criollo,Venezuela,0,pink
802,hexx,2015,70.0,U.S.A.,2.75,Unknown,Tanzania,1,purple
803,hexx,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar,1,purple
804,hexx,2015,70.0,U.S.A.,3.0,Unknown,Venezuela,1,purple
805,hexx,2015,73.0,U.S.A.,3.25,Unknown,Ecuador,0,pink
806,hexx,2015,70.0,U.S.A.,3.25,Unknown,Peru,0,pink
807,Hogarth,2016,70.0,New Zealand,2.75,Trinitario,Madagascar,1,purple
808,Hogarth,2016,72.0,New Zealand,2.75,Trinitario,Venezuela,1,purple
809,Hogarth,2016,75.0,New Zealand,3.25,Trinitario,Domincan Republic,0,pink
810,Hogarth,2016,66.0,New Zealand,3.5,Criollo,Peru,0,pink
811,Hoja Verde (Tulicorp),2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,2,dark purple
812,Hoja Verde (Tulicorp),2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,2,dark purple
813,Hoja Verde (Tulicorp),2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,1,purple
814,Hoja Verde (Tulicorp),2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,0,pink
815,Hoja Verde (Tulicorp),2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,0,pink
816,Holy Cacao,2016,70.0,Israel,2.75,Unknown,Peru,1,purple
817,Holy Cacao,2015,70.0,Israel,3.5,Unknown,Ecuador,0,pink
818,Holy Cacao,2015,70.0,Israel,3.5,Trinitario,Madagascar,0,pink
819,Holy Cacao,2015,70.0,Israel,3.5,Trinitario,Trinidad,0,pink
820,Holy Cacao,2015,70.0,Israel,3.5,Unknown,Venezuela,0,pink
821,Holy Cacao,2009,70.0,Israel,2.5,Unknown,Ivory Coast,1,purple
822,Holy Cacao,2009,70.0,Israel,2.75,Unknown,Dominican Republic,1,purple
823,Holy Cacao,2009,70.0,Israel,3.5,Unknown,Peru,0,pink
824,Holy Cacao,2009,75.0,Israel,3.75,Unknown,Dominican Republic,0,pink
825,Honest,2014,72.0,South Africa,2.5,Unknown,Ecuador,1,purple
826,Hotel Chocolat,2015,70.0,U.K.,2.75,Unknown,St. Lucia,1,purple
827,Hotel Chocolat,2013,70.0,U.K.,4.0,Trinitario,St. Lucia,0,pink
828,Hotel Chocolat,2013,100.0,U.K.,1.75,Trinitario,St. Lucia,2,dark purple
829,Hotel Chocolat (Coppeneur),2013,75.0,U.K.,3.0,Trinitario,Trinidad,1,purple
830,Hotel Chocolat (Coppeneur),2013,80.0,U.K.,3.5,Trinitario,Vietnam,0,pink
831,Hotel Chocolat (Coppeneur),2013,90.0,U.K.,3.0,Forastero (Nacional),Ecuador,2,dark purple
832,Hotel Chocolat (Coppeneur),2013,72.0,U.K.,3.0,Trinitario,Madagascar,1,purple
833,Hotel Chocolat (Coppeneur),2013,82.0,U.K.,3.5,Forastero (Nacional),Ecuador,2,dark purple
834,Hotel Chocolat (Coppeneur),2013,100.0,U.K.,2.75,Unknown,Peru,2,dark purple
835,Hotel Chocolat (Coppeneur),2013,100.0,U.K.,2.5,Forastero (Nacional),Ecuador,2,dark purple
836,Hotel Chocolat (Coppeneur),2013,100.0,U.K.,2.75,Unknown,Dominican Republic,2,dark purple
837,Hotel Chocolat (Coppeneur),2012,66.0,U.K.,3.5,"Trinitario, Criollo",Madagascar,0,pink
838,Hotel Chocolat (Coppeneur),2011,80.0,U.K.,3.0,Forastero (Nacional),Ecuador,2,dark purple
839,Hotel Chocolat (Coppeneur),2011,65.0,U.K.,3.0,Trinitario,St. Lucia,1,purple
840,Hotel Chocolat (Coppeneur),2011,65.0,U.K.,3.25,Trinitario,St. Lucia,0,pink
841,Hotel Chocolat (Coppeneur),2010,70.0,U.K.,2.75,Unknown,Ecuador,1,purple
842,Hotel Chocolat (Coppeneur),2010,70.0,U.K.,3.0,Unknown,Dominican Republic,1,purple
843,Hotel Chocolat (Coppeneur),2010,70.0,U.K.,2.75,Trinitario,Venezuela,1,purple
844,Hotel Chocolat (Coppeneur),2008,72.0,U.K.,3.0,Unknown,St. Lucia,1,purple
845,Hotel Chocolat (Coppeneur),2008,80.0,U.K.,2.5,Forastero,Uganda,2,dark purple
846,Hotel Chocolat (Coppeneur),2008,75.0,U.K.,2.75,Unknown,Tanzania,1,purple
847,Hotel Chocolat (Coppeneur),2008,72.0,U.K.,3.0,Forastero,Sao Tome,1,purple
848,Hummingbird,2015,70.0,Canada,3.5,Trinitario,Vietnam,0,pink
849,Hummingbird,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,1,purple
850,Hummingbird,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,1,purple
851,Hummingbird,2014,70.0,Canada,3.0,Trinitario,Nicaragua,1,purple
852,Hummingbird,2014,70.0,Canada,3.75,Trinitario,Dominican Republic,0,pink
853,Hummingbird,2014,70.0,Canada,3.5,Unknown,Dominican Republic,0,pink
854,Hummingbird,2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela,0,pink
855,Hummingbird,2013,70.0,Canada,3.75,Forastero,Venezuela,0,pink
856,Idilio (Felchlin),2013,72.0,Switzerland,3.75,Trinitario,Venezuela,0,pink
857,Idilio (Felchlin),2011,72.0,Switzerland,3.75,Criollo,Venezuela,0,pink
858,Idilio (Felchlin),2011,72.0,Switzerland,3.75,Unknown,Venezuela,0,pink
859,Idilio (Felchlin),2011,72.0,Switzerland,3.25,Criollo,Venezuela,0,pink
860,Idilio (Felchlin),2011,72.0,Switzerland,3.75,Criollo,Venezuela,0,pink
861,Idilio (Felchlin),2011,74.0,Switzerland,4.0,Criollo,Venezuela,0,pink
862,Idilio (Felchlin),2011,72.0,Switzerland,3.5,Criollo,Venezuela,0,pink
863,Idilio (Felchlin),2011,70.0,Switzerland,4.0,Trinitario,Venezuela,0,pink
864,Idilio (Felchlin),2011,72.0,Switzerland,4.0,Criollo,Venezuela,0,pink
865,Idilio (Felchlin),2011,72.0,Switzerland,4.0,Unknown,Venezuela,0,pink
866,Indah,2016,61.0,India,2.5,Unknown,India,1,purple
867,Indaphoria,2012,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
868,Indaphoria,2012,70.0,U.S.A.,2.75,Unknown,Dominican Republic,1,purple
869,Indi,2014,77.0,U.S.A.,3.0,Unknown,Honduras,1,purple
870,iQ Chocolate,2012,72.0,Scotland,2.75,Criollo,Peru,1,purple
871,iQ Chocolate,2012,72.0,Scotland,3.0,Unknown,Peru,1,purple
872,Isidro,2014,72.0,U.S.A.,3.5,Trinitario,Madagascar,0,pink
873,Isidro,2014,72.0,U.S.A.,2.25,Unknown,Peru,1,purple
874,Isidro,2014,72.0,U.S.A.,3.25,Trinitario,Belize,0,pink
875,Isidro,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
876,Izard,2015,70.0,U.S.A.,3.5,Trinitario,Belize,0,pink
877,Izard,2015,70.0,U.S.A.,2.75,Unknown,Dominican Republic,1,purple
878,Jacque Torres,2006,71.0,U.S.A.,2.0,Trinitario,Ghana,1,purple
879,Jordis,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar,1,purple
880,Just Good Chocolate,2014,70.0,U.S.A.,3.5,Trinitario,Belize,0,pink
881,Just Good Chocolate,2014,70.0,U.S.A.,3.5,Trinitario,Madagascar,0,pink
882,Just Good Chocolate,2014,70.0,U.S.A.,4.0,Unknown,Peru,0,pink
883,Kah Kow,2013,70.0,Domincan Republic,3.5,Unknown,Dominican Republic,0,pink
884,Kah Kow,2013,82.0,Domincan Republic,3.0,Unknown,Dominican Republic,2,dark purple
885,Kah Kow,2013,55.0,Domincan Republic,3.25,Unknown,Dominican Republic,0,pink
886,Kah Kow,2013,62.0,Domincan Republic,3.25,Unknown,Dominican Republic,0,pink
887,Kakao,2012,64.0,Germany,2.5,Unknown,Peru,1,purple
888,Kakao,2009,65.0,Germany,3.75,Trinitario,Vanuatu,0,pink
889,Kallari (Ecuatoriana),2008,70.0,Ecuador,3.0,Unknown,Ecuador,1,purple
890,Kallari (Ecuatoriana),2008,70.0,Ecuador,3.5,Unknown,Ecuador,0,pink
891,Kallari (Ecuatoriana),2008,75.0,Ecuador,2.75,Unknown,Ecuador,1,purple
892,Kallari (Ecuatoriana),2008,85.0,Ecuador,2.5,Unknown,Ecuador,2,dark purple
893,Kallari (Ecuatoriana),2008,85.0,Ecuador,2.75,Unknown,Ecuador,2,dark purple
894,Kallari (Ecuatoriana),2008,85.0,Ecuador,3.0,Unknown,Ecuador,2,dark purple
895,Kallari (Ecuatoriana),2008,75.0,Ecuador,2.5,Unknown,Ecuador,1,purple
896,Kallari (Ecuatoriana),2008,85.0,Ecuador,3.0,Unknown,Ecuador,2,dark purple
897,Kaoka (Cemoi),2009,70.0,France,2.75,Unknown,Unknown,1,purple
898,Kaoka (Cemoi),2009,80.0,France,2.75,Unknown,Ecuador,2,dark purple
899,Kerchner,2013,70.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
900,Ki' Xocolatl,2009,72.0,Mexico,2.0,Unknown,Mexico,1,purple
901,Kiskadee,2014,60.0,U.S.A.,3.0,Trinitario,Dominican Republic,1,purple
902,Kto,2014,72.0,U.S.A.,2.5,Unknown,Peru,1,purple
903,Kto,2014,72.0,U.S.A.,2.75,Unknown,Venezuela,1,purple
904,Kto,2014,72.0,U.S.A.,3.0,Trinitario,Belize,1,purple
905,Kto,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar,0,pink
906,Kto,2014,90.0,U.S.A.,3.25,Trinitario,Belize,2,dark purple
907,Kto,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
908,Kto,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
909,K'ul,2016,70.0,U.S.A.,3.25,Unknown,Haiti,0,pink
910,K'ul,2016,70.0,U.S.A.,2.75,Forastero (Nacional),Peru,1,purple
911,K'ul,2016,70.0,U.S.A.,3.75,Unknown,Ecuador,0,pink
912,K'ul,2016,70.0,U.S.A.,3.75,Forastero,Brazil,0,pink
913,Kyya,2014,72.5,U.S.A.,2.5,Forastero,Uganda,1,purple
914,Kyya,2014,72.5,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
915,Kyya,2014,72.5,U.S.A.,2.5,Unknown,Ecuador,1,purple
916,Kyya,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar,1,purple
917,L.A. Burdick (Felchlin),2012,74.0,U.S.A.,3.25,Unknown,Peru,0,pink
918,L.A. Burdick (Felchlin),2012,70.0,U.S.A.,4.0,Unknown,Brazil,0,pink
919,L.A. Burdick (Felchlin),2012,68.0,U.S.A.,3.75,Trinitario,Venezuela,0,pink
920,L.A. Burdick (Felchlin),2011,74.0,U.S.A.,3.75,Unknown,Ecuador,0,pink
921,L.A. Burdick (Felchlin),2010,75.0,U.S.A.,3.25,Trinitario,Grenada,0,pink
922,L.A. Burdick (Felchlin),2010,74.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
923,L.A. Burdick (Felchlin),2010,71.0,U.S.A.,3.0,Unknown,Venezuela,1,purple
924,L.A. Burdick (Felchlin),2009,64.0,U.S.A.,3.5,Trinitario,Madagascar,0,pink
925,L.A. Burdick (Felchlin),2009,68.0,U.S.A.,3.0,Unknown,Bolivia,1,purple
926,La Chocolaterie Nanairo,2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru,1,purple
927,La Chocolaterie Nanairo,2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru,1,purple
928,La Chocolaterie Nanairo,2016,70.0,Japan,3.0,Criollo,Peru,1,purple
929,La Chocolaterie Nanairo,2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize,1,purple
930,La Maison du Chocolat (Valrhona),2013,74.0,France,2.75,Unknown,"Africa, Carribean, C. Am.",1,purple
931,La Maison du Chocolat (Valrhona),2013,60.0,France,3.25,Unknown,Tobago,0,pink
932,La Maison du Chocolat (Valrhona),2013,56.0,France,3.25,Unknown,Ecuador,0,pink
933,La Maison du Chocolat (Valrhona),2012,66.0,France,3.5,Unknown,Dominican Republic,0,pink
934,La Maison du Chocolat (Valrhona),2011,68.0,France,3.5,Trinitario,Grenada,0,pink
935,La Maison du Chocolat (Valrhona),2009,68.0,France,3.25,Forastero,Ghana,0,pink
936,La Maison du Chocolat (Valrhona),2009,69.0,France,3.5,Criollo (Porcelana),Venezuela,0,pink
937,La Maison du Chocolat (Valrhona),2009,60.0,France,3.0,Unknown,Unknown,1,purple
938,La Maison du Chocolat (Valrhona),2009,60.0,France,3.75,Unknown,Unknown,0,pink
939,La Maison du Chocolat (Valrhona),2008,74.0,France,3.5,Blend,"Ven., Indonesia, Ecuad.",0,pink
940,La Oroquidea,2011,72.0,Peru,2.5,Unknown,Peru,1,purple
941,La Pepa de Oro,2011,60.0,Ecuador,3.25,Unknown,Ecuador,0,pink
942,Laia aka Chat-Noir,2015,75.0,France,2.75,Trinitario,Madagascar,1,purple
943,Laia aka Chat-Noir,2015,75.0,France,2.75,Trinitario,Vietnam,1,purple
944,Laia aka Chat-Noir,2015,75.0,France,3.0,Unknown,Cuba,1,purple
945,Laia aka Chat-Noir,2015,75.0,France,3.25,Unknown,Peru,0,pink
946,Laia aka Chat-Noir,2015,75.0,France,3.0,Unknown,Ivory Coast,1,purple
947,Laia aka Chat-Noir,2015,75.0,France,3.5,Forastero,Sao Tome,0,pink
948,Laia aka Chat-Noir,2015,75.0,France,3.25,Unknown,Brazil,0,pink
949,Laia aka Chat-Noir,2015,75.0,France,3.75,Trinitario,Vietnam,0,pink
950,Laia aka Chat-Noir,2014,70.0,France,2.75,Unknown,Cuba,1,purple
951,Laia aka Chat-Noir,2014,68.0,France,2.75,Unknown,Trinidad-Tobago,1,purple
952,Lajedo do Ouro,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil,0,pink
953,Lake Champlain (Callebaut),2009,75.0,U.S.A.,2.5,Unknown,Tanzania,1,purple
954,L'Amourette,2016,80.0,U.S.A.,3.5,Trinitario,Nicaragua,0,pink
